npi,primary_specialty,taxonomy_code,license_state,license_issuance_year
1351093236,Dermatology,207N00000X,AR,1998
1711377915,Neurological Surgery,207T00000X,NY,1997
1104184969,Obstetrics & Gynecology,207V00000X,VA,2001
1019618663,Internal Medicine,207R00000X,OH,2010
1837366842,Psychiatry & Neurology,2084A0401X,IA,2003
1111025304,Psychiatry & Neurology,2084A0401X,TX,2009
1556184673,Neurological Surgery,207T00000X,CA,1991
1552335832,Internal Medicine,207R00000X,OK,2006
1418068643,Family Medicine,207Q00000X,CA,2014
1902881063,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CA,2017
1150545014,Family Medicine,207Q00000X,NV,2012
1168415390,Family Medicine,207Q00000X,WA,2017
1190528293,Anesthesiology,207L00000X,KY,1996
1163296423,Emergency Medicine,207P00000X,MI,2001
1405003264,Internal Medicine,207R00000X,WA,2002
1772990317,Internal Medicine,207R00000X,CA,2005
1892333141,Pediatrics,208000000X,GA,2003
1348708516,Internal Medicine,207R00000X,FL,2001
1155969524,Internal Medicine,207R00000X,CA,2007
1429883659,Internal Medicine,207R00000X,CO,2005
1176939183,Internal Medicine,207R00000X,CA,1996
1714707993,Internal Medicine,207R00000X,PA,2012
1952281875,Surgery,208600000X,CA,2013
1509011437,Internal Medicine,207R00000X,FL,2000
1863438663,Family Medicine,207Q00000X,NJ,2012
1130189453,Pediatrics,208000000X,FL,2015
1771349259,Surgery,208600000X,NC,2010
1445134574,Family Medicine,207Q00000X,NY,2014
1486181070,Family Medicine,207Q00000X,MN,1991
1618737872,Internal Medicine,207R00000X,FL,2012
1815028257,Pediatrics,208000000X,TX,2012
1567570878,Dermatology,207N00000X,SC,2005
1196805109,Pediatrics,208000000X,MI,2007
1950000962,Urology,208800000X,FL,2000
1206034583,Pediatrics,208000000X,VT,2003
1666323815,Anesthesiology,207L00000X,LA,2010
1073522421,Internal Medicine,207R00000X,MI,2012
1383051905,Psychiatry & Neurology,2084A0401X,MI,1998
1819646757,Anesthesiology,207L00000X,NC,2013
1892278122,Orthopaedic Surgery,207X00000X,CA,2001
1587872353,Urology,208800000X,MO,2012
1312622917,Pediatrics,208000000X,NC,1994
1453705000,Radiology,2085B0100X,GA,1999
1584116416,Family Medicine,207Q00000X,NY,2011
1958583936,Emergency Medicine,207P00000X,MS,2007
1219697541,Surgery,208600000X,OK,2006
1094645052,Obstetrics & Gynecology,207V00000X,WA,1997
1952393035,Emergency Medicine,207P00000X,IN,1998
1496626601,Family Medicine,207Q00000X,FL,2011
1800500864,Internal Medicine,207R00000X,KS,2014
1014622082,Obstetrics & Gynecology,207V00000X,CA,2010
1084022163,Colon & Rectal Surgery,208C00000X,NJ,1998
1204127413,Plastic Surgery,208200000X,GA,2010
1878667082,Physical Medicine & Rehabilitation,208100000X,IN,2011
1549197188,Emergency Medicine,207P00000X,WA,2009
1975443981,Psychiatry & Neurology,2084A0401X,VA,2006
1735652467,Surgery,208600000X,CA,2002
1706499278,Pediatrics,208000000X,CA,2013
1874721958,Anesthesiology,207L00000X,CA,2012
1394443380,Family Medicine,207Q00000X,TN,2011
1383844150,Internal Medicine,207R00000X,UT,2008
1010796328,Internal Medicine,207R00000X,FL,2017
1635510559,Ophthalmology,207W00000X,FL,2011
1976378210,Emergency Medicine,207P00000X,MA,2011
1047038579,Family Medicine,207Q00000X,DC,1992
1957580610,Family Medicine,207Q00000X,OH,2015
1065578340,Plastic Surgery,208200000X,NM,2014
1971120591,Family Medicine,207Q00000X,CA,2004
1171442134,Obstetrics & Gynecology,207V00000X,CA,2009
1723394296,Anesthesiology,207L00000X,CA,2014
1762670986,Family Medicine,207Q00000X,CA,2013
1360200533,Psychiatry & Neurology,2084A0401X,MI,1999
1691750479,Internal Medicine,207R00000X,AL,2019
1950347520,Internal Medicine,207R00000X,MI,1996
1124890470,Dermatology,207N00000X,GA,2015
1523797912,Family Medicine,207Q00000X,SD,1998
1252244128,Family Medicine,207Q00000X,IL,2012
1445956323,Anesthesiology,207L00000X,PA,2007
1635066313,Internal Medicine,207R00000X,TX,2001
1510934536,Internal Medicine,207R00000X,NV,1994
1208104715,Psychiatry & Neurology,2084A0401X,MD,2012
1414344253,Family Medicine,207Q00000X,NJ,1996
1846656779,Emergency Medicine,207P00000X,NY,2008
1238890820,Family Medicine,207Q00000X,CA,1997
1503670493,Internal Medicine,207R00000X,TX,2002
1961269481,Internal Medicine,207R00000X,FL,2009
1048949386,Dermatology,207N00000X,AR,1998
1105786713,Obstetrics & Gynecology,207V00000X,AZ,1993
1915874816,Otolaryngology,207Y00000X,MO,2014
1996909457,Pathology,207ZB0001X,NV,2017
1507255507,Family Medicine,207Q00000X,LA,2010
1584515666,Surgery,208600000X,FL,2005
1311284073,Emergency Medicine,207P00000X,MD,2006
1323442834,Emergency Medicine,207P00000X,TX,2012
1951391642,Family Medicine,207Q00000X,GA,2003
1334690058,Otolaryngology,207Y00000X,CT,2008
1650344041,Emergency Medicine,207P00000X,PA,2002
1311993996,Pathology,207ZB0001X,NY,2007
1190897045,Emergency Medicine,207P00000X,HI,2012
1156767257,Internal Medicine,207R00000X,FL,2009
1777222807,Psychiatry & Neurology,2084A0401X,TX,2009
1708960996,Radiology,2085B0100X,VA,1995
1128704115,Allergy & Immunology,207K00000X,IN,2010
1251001776,Ophthalmology,207W00000X,ID,2014
1052169293,Radiology,2085B0100X,TN,2001
1536968856,Family Medicine,207Q00000X,TX,2016
1412843546,Psychiatry & Neurology,2084A0401X,IN,2009
1208439780,Pathology,207ZB0001X,AZ,2016
1434987198,Anesthesiology,207L00000X,SC,2005
1085143489,Family Medicine,207Q00000X,PA,2011
1607292335,Radiology,2085B0100X,AR,2006
1572246258,Internal Medicine,207R00000X,CA,2001
1200471385,Neurological Surgery,207T00000X,TN,2006
1487467155,Pediatrics,208000000X,CA,2004
1792680203,Family Medicine,207Q00000X,CA,1998
1008182861,Orthopaedic Surgery,207X00000X,MA,2011
1708940337,Ophthalmology,207W00000X,OH,2016
1420218731,Psychiatry & Neurology,2084A0401X,NJ,2012
1343216614,Obstetrics & Gynecology,207V00000X,NC,2006
1595625769,Psychiatry & Neurology,2084A0401X,PA,2003
1123223863,Pathology,207ZB0001X,SD,2014
1997088079,Pediatrics,208000000X,AK,1998
1467597435,Ophthalmology,207W00000X,NC,2009
1939966150,Radiology,2085B0100X,CA,1999
1400757419,Internal Medicine,207R00000X,AR,2014
1324730856,Internal Medicine,207R00000X,IL,2013
1561112214,Internal Medicine,207R00000X,CA,2009
1519439735,Orthopaedic Surgery,207X00000X,AZ,2000
1827964069,Pediatrics,208000000X,AZ,2018
1801243969,Physical Medicine & Rehabilitation,208100000X,IL,2016
1623671462,Obstetrics & Gynecology,207V00000X,NH,2011
1010843617,Internal Medicine,207R00000X,TN,2019
1400536987,Orthopaedic Surgery,207X00000X,NY,1999
1062802149,Ophthalmology,207W00000X,FL,1992
1649069055,Pediatrics,208000000X,TX,1992
1494309531,Pediatrics,208000000X,UT,2007
1496147921,Internal Medicine,207R00000X,MA,1999
1126614977,Emergency Medicine,207P00000X,FL,2017
1319236968,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,FL,2018
1844884399,Pediatrics,208000000X,TX,2013
1879837957,Radiology,2085B0100X,CA,2014
1570929723,Anesthesiology,207L00000X,AZ,2001
1984009682,Psychiatry & Neurology,2084A0401X,NJ,2007
1975056908,Orthopaedic Surgery,207X00000X,NE,2016
1391850769,Anesthesiology,207L00000X,TX,2017
1719615449,Pediatrics,208000000X,IL,1990
1022699601,Surgery,208600000X,PA,2012
1482426743,Allergy & Immunology,207K00000X,OH,2008
1591967504,Family Medicine,207Q00000X,CA,2006
1956524494,Radiology,2085B0100X,IA,2008
1730757485,Anesthesiology,207L00000X,CA,2015
1039105667,Anesthesiology,207L00000X,KY,2005
1452586690,Orthopaedic Surgery,207X00000X,PA,1989
1106798295,Surgery,208600000X,WA,2016
1154903623,Orthopaedic Surgery,207X00000X,TX,2012
1491552331,Surgery,208600000X,NV,2006
1096319821,Pathology,207ZB0001X,CA,1988
1321212916,Family Medicine,207Q00000X,MI,1996
1943233944,Anesthesiology,207L00000X,MI,2012
1714345893,Plastic Surgery,208200000X,CO,2015
1178161067,Dermatology,207N00000X,PA,2000
1546453840,Family Medicine,207Q00000X,SC,2017
1392836890,Family Medicine,207Q00000X,KY,1988
1818097820,Internal Medicine,207R00000X,TX,1998
1624389783,Obstetrics & Gynecology,207V00000X,MI,2010
1287744357,Psychiatry & Neurology,2084A0401X,MI,2016
1373883846,Psychiatry & Neurology,2084A0401X,MA,2003
1704348295,Emergency Medicine,207P00000X,GA,1999
1882886827,Surgery,208600000X,LA,1999
1558065797,Family Medicine,207Q00000X,LA,2000
1724323773,Obstetrics & Gynecology,207V00000X,GA,2009
1184806671,Anesthesiology,207L00000X,NY,2013
1780547075,Internal Medicine,207R00000X,AK,2009
1743857967,Family Medicine,207Q00000X,CA,2001
1770569428,Radiology,2085B0100X,IL,2014
1781592773,Physical Medicine & Rehabilitation,208100000X,PA,2011
1597390412,Emergency Medicine,207P00000X,CA,2016
1393326297,Psychiatry & Neurology,2084A0401X,GA,1988
1026427215,Internal Medicine,207R00000X,AL,2010
1725908630,Allergy & Immunology,207K00000X,IA,2015
1845315963,Emergency Medicine,207P00000X,IN,2006
1368609735,Otolaryngology,207Y00000X,MN,2020
1844908768,Internal Medicine,207R00000X,GA,2014
1087550152,Family Medicine,207Q00000X,TN,1987
1837278591,Family Medicine,207Q00000X,TX,2005
1711622476,Dermatology,207N00000X,MS,1989
1763625575,Radiology,2085B0100X,NY,2011
1512361951,Internal Medicine,207R00000X,NY,2000
1950974828,Family Medicine,207Q00000X,WI,2006
1514777188,Pediatrics,208000000X,NV,1999
1934499652,Otolaryngology,207Y00000X,AR,2001
1316316128,Internal Medicine,207R00000X,OH,1988
1187989714,Emergency Medicine,207P00000X,MO,2000
1576572956,Psychiatry & Neurology,2084A0401X,OK,2008
1851810238,Internal Medicine,207R00000X,IN,2004
1012128637,Family Medicine,207Q00000X,TN,2009
1774572287,Dermatology,207N00000X,NE,2009
1088692151,Ophthalmology,207W00000X,IL,2005
1536360443,Family Medicine,207Q00000X,OH,2008
1698360280,Family Medicine,207Q00000X,HI,1998
1309968430,Anesthesiology,207L00000X,NJ,2004
1135558652,Emergency Medicine,207P00000X,NE,2007
1504166111,Internal Medicine,207R00000X,NJ,2016
1551924198,Pediatrics,208000000X,LA,2003
1304493053,Obstetrics & Gynecology,207V00000X,MO,2010
1218084030,Pediatrics,208000000X,GA,2013
1928389935,Ophthalmology,207W00000X,OK,2004
1208947501,Family Medicine,207Q00000X,IN,2005
1526499953,Internal Medicine,207R00000X,ME,2013
1775327624,Internal Medicine,207R00000X,MI,1991
1104620095,Family Medicine,207Q00000X,NY,1997
1495990271,Pediatrics,208000000X,KY,2012
1796930695,Family Medicine,207Q00000X,MA,2015
1163071834,Orthopaedic Surgery,207X00000X,FL,2006
1543151447,Psychiatry & Neurology,2084A0401X,CA,2017
1060555277,Radiology,2085B0100X,TX,1994
1158016232,Orthopaedic Surgery,207X00000X,GA,2008
1846498073,Internal Medicine,207R00000X,VA,2005
1983780192,Ophthalmology,207W00000X,TN,2016
1813945064,Pediatrics,208000000X,IL,2007
1061337337,Family Medicine,207Q00000X,CA,1993
1515278665,Dermatology,207N00000X,OH,1991
1088947845,Surgery,208600000X,MI,1999
1420186383,Surgery,208600000X,OR,2014
1510479581,Internal Medicine,207R00000X,KS,2018
1663380081,Psychiatry & Neurology,2084A0401X,MA,1999
1261668952,Internal Medicine,207R00000X,NC,2011
1583249739,Obstetrics & Gynecology,207V00000X,OR,2016
1123936845,Internal Medicine,207R00000X,OK,2019
1598279556,Psychiatry & Neurology,2084A0401X,NJ,2006
1036738627,Anesthesiology,207L00000X,OK,1990
1059543318,Anesthesiology,207L00000X,VA,1998
1946803966,Pediatrics,208000000X,TX,2011
1084811599,Emergency Medicine,207P00000X,VA,2007
1093986762,Anesthesiology,207L00000X,TX,2017
1217108780,Psychiatry & Neurology,2084A0401X,IL,2010
1652705702,Anesthesiology,207L00000X,PA,1997
1235296138,Pediatrics,208000000X,FL,2004
1715493700,Neurological Surgery,207T00000X,NC,2007
1822632232,Pediatrics,208000000X,TX,2001
1039726736,Internal Medicine,207R00000X,FL,2002
1166363386,Allergy & Immunology,207K00000X,MN,2008
1631236738,Obstetrics & Gynecology,207V00000X,MI,2013
1192091712,Ophthalmology,207W00000X,NC,1990
1502491859,Radiology,2085B0100X,NY,2019
1373575996,Psychiatry & Neurology,2084A0401X,NY,1994
1585373164,Urology,208800000X,ND,2006
1796660185,Family Medicine,207Q00000X,NJ,2002
1553337928,Obstetrics & Gynecology,207V00000X,CO,2004
1992391445,Dermatology,207N00000X,CA,1995
1816113736,Dermatology,207N00000X,AL,2007
1694584065,Family Medicine,207Q00000X,WA,2000
1317614158,Obstetrics & Gynecology,207V00000X,NJ,2014
1180367611,Pediatrics,208000000X,NM,2014
1089471530,Pediatrics,208000000X,OH,2006
1501104883,Radiology,2085B0100X,MI,2013
1706224056,Pediatrics,208000000X,FL,2014
1454528823,Emergency Medicine,207P00000X,TX,2014
1807767185,Family Medicine,207Q00000X,WA,1995
1942886536,Internal Medicine,207R00000X,NY,1991
1166768584,Urology,208800000X,FL,1991
1818517223,Internal Medicine,207R00000X,AL,2005
1707986299,Neurological Surgery,207T00000X,FL,2005
1064948684,Emergency Medicine,207P00000X,CA,2013
1935800015,Pediatrics,208000000X,CT,2001
1388984134,Neurological Surgery,207T00000X,PA,2002
1209197262,Family Medicine,207Q00000X,PA,2013
1276711748,Anesthesiology,207L00000X,UT,1997
1805564261,Family Medicine,207Q00000X,PA,2012
1502565702,Internal Medicine,207R00000X,IL,1991
1858840550,Family Medicine,207Q00000X,MN,2018
1559613595,Anesthesiology,207L00000X,AZ,2015
1936330657,Internal Medicine,207R00000X,VA,2007
1335919555,Obstetrics & Gynecology,207V00000X,TX,2004
1972717049,Emergency Medicine,207P00000X,CO,2007
1131589701,Obstetrics & Gynecology,207V00000X,TN,1998
1498357551,Radiology,2085B0100X,TX,2001
1376342576,Urology,208800000X,CO,2008
1273650626,Internal Medicine,207R00000X,IN,2010
1857049617,Obstetrics & Gynecology,207V00000X,LA,2005
1172527065,Psychiatry & Neurology,2084A0401X,OK,2017
1646217913,Obstetrics & Gynecology,207V00000X,IL,2009
1089423481,Anesthesiology,207L00000X,TX,1992
1523885899,Urology,208800000X,NY,2018
1982811410,Family Medicine,207Q00000X,VA,1989
1542261478,Pathology,207ZB0001X,TX,1993
1585685427,Orthopaedic Surgery,207X00000X,GA,2002
1459014076,Family Medicine,207Q00000X,MN,2005
1578764072,Family Medicine,207Q00000X,TX,2000
1955854215,Surgery,208600000X,CA,2012
1285760611,Emergency Medicine,207P00000X,NY,2001
1923376275,Surgery,208600000X,NM,2011
1201771916,Plastic Surgery,208200000X,NC,2005
1053835751,Family Medicine,207Q00000X,KY,2011
1247764305,Pediatrics,208000000X,MI,2016
1603134648,Family Medicine,207Q00000X,PA,2007
1586831038,Family Medicine,207Q00000X,NJ,2010
1129771907,Radiology,2085B0100X,TN,2009
1845558950,Plastic Surgery,208200000X,MT,2018
1846258550,Obstetrics & Gynecology,207V00000X,NV,2004
1653001929,Obstetrics & Gynecology,207V00000X,CA,2004
1230651667,Obstetrics & Gynecology,207V00000X,PA,1998
1238689719,Pediatrics,208000000X,PA,2015
1849040971,Radiology,2085B0100X,OH,2006
1838815565,Internal Medicine,207R00000X,MN,2013
1536552643,Psychiatry & Neurology,2084A0401X,TX,2003
1263514949,Surgery,208600000X,PA,2009
1399063647,Anesthesiology,207L00000X,NC,2015
1386849222,Obstetrics & Gynecology,207V00000X,KY,2002
1880372713,Surgery,208600000X,MI,2000
1429925625,Dermatology,207N00000X,FL,2018
1580095036,Internal Medicine,207R00000X,MD,2002
1944751571,Emergency Medicine,207P00000X,CA,2009
1689717936,Internal Medicine,207R00000X,NY,2010
1895890196,Family Medicine,207Q00000X,LA,2009
1155966959,Radiology,2085B0100X,FL,1991
1539107726,Family Medicine,207Q00000X,NY,2003
1809159985,Family Medicine,207Q00000X,AL,2017
1360049526,Psychiatry & Neurology,2084A0401X,NY,2008
1892216064,Psychiatry & Neurology,2084A0401X,FL,2014
1419361534,Family Medicine,207Q00000X,GA,1999
1912776774,Obstetrics & Gynecology,207V00000X,NJ,2000
1342373713,Pediatrics,208000000X,FL,2016
1273229884,Internal Medicine,207R00000X,IN,1992
1812376667,Emergency Medicine,207P00000X,CA,2016
1061732461,Internal Medicine,207R00000X,IL,2011
1487636304,Neurological Surgery,207T00000X,WI,2000
1073117255,Obstetrics & Gynecology,207V00000X,MS,2006
1740816875,Family Medicine,207Q00000X,FL,2016
1963964378,Anesthesiology,207L00000X,NJ,2004
1090013016,Anesthesiology,207L00000X,NJ,2013
1701056545,Pediatrics,208000000X,NJ,2009
1092426844,Pathology,207ZB0001X,VA,2008
1574236414,Surgery,208600000X,NJ,1993
1605914989,Internal Medicine,207R00000X,MN,2010
1067170070,Radiology,2085B0100X,IN,2013
1282214224,Emergency Medicine,207P00000X,NH,2007
1483069229,Orthopaedic Surgery,207X00000X,CO,1995
1841956752,Family Medicine,207Q00000X,OK,2005
1189352846,Anesthesiology,207L00000X,SC,1990
1475545657,Radiology,2085B0100X,CA,1991
1093815581,Preventive Medicine,2083A0100X,TX,2001
1498247448,Pediatrics,208000000X,MA,2015
1198668174,Radiology,2085B0100X,KY,2010
1584998912,Family Medicine,207Q00000X,IL,1993
1388681995,Neurological Surgery,207T00000X,TX,2001
1635111200,Obstetrics & Gynecology,207V00000X,IL,2008
1246267482,Radiology,2085B0100X,AZ,2001
1525639294,Ophthalmology,207W00000X,NC,2012
1753032824,Internal Medicine,207R00000X,SC,2007
1197603834,Surgery,208600000X,PA,2004
1649653098,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CA,2012
1304457041,Anesthesiology,207L00000X,OH,2003
1151798380,Psychiatry & Neurology,2084A0401X,CT,2012
1109041024,Internal Medicine,207R00000X,TN,1990
1733453579,Obstetrics & Gynecology,207V00000X,OR,2012
1143295909,Anesthesiology,207L00000X,PA,1999
1951114267,Radiology,2085B0100X,CA,1992
1332634611,Orthopaedic Surgery,207X00000X,VA,2005
1742617420,Psychiatry & Neurology,2084A0401X,LA,2003
1033896220,Internal Medicine,207R00000X,MI,2008
1541705764,Family Medicine,207Q00000X,NY,2008
1003215914,Psychiatry & Neurology,2084A0401X,GA,2007
1461140844,Pediatrics,208000000X,MD,2009
1404237434,Surgery,208600000X,AZ,2000
1006452373,Family Medicine,207Q00000X,KS,2008
1310380997,Internal Medicine,207R00000X,CT,2011
1781144427,Orthopaedic Surgery,207X00000X,MI,2005
1955982800,Family Medicine,207Q00000X,NY,2018
1741413516,Surgery,208600000X,TX,2011
1509055384,Pathology,207ZB0001X,HI,2011
1360925485,Pediatrics,208000000X,CA,2014
1224012918,Obstetrics & Gynecology,207V00000X,CA,2015
1251700484,Internal Medicine,207R00000X,NY,2002
1434999417,Surgery,208600000X,OR,1993
1485311983,Family Medicine,207Q00000X,MA,2005
1957862646,Emergency Medicine,207P00000X,AL,2003
1448196521,Family Medicine,207Q00000X,OH,2014
1034342547,Obstetrics & Gynecology,207V00000X,MD,2008
1612334312,Surgery,208600000X,NV,2008
1228754093,Emergency Medicine,207P00000X,GA,2003
1856767581,Dermatology,207N00000X,PA,2010
1568911436,Radiology,2085B0100X,NY,2007
1308679228,Family Medicine,207Q00000X,CA,2003
1332517451,Orthopaedic Surgery,207X00000X,NJ,2009
1991073838,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,WI,2007
1978369373,Orthopaedic Surgery,207X00000X,WA,2015
1618805000,Orthopaedic Surgery,207X00000X,AL,2009
1749160804,Family Medicine,207Q00000X,NJ,1995
1617678770,Family Medicine,207Q00000X,TX,1992
1196242527,Family Medicine,207Q00000X,NE,1998
1337708659,Internal Medicine,207R00000X,IL,2000
1196740074,Pediatrics,208000000X,CA,1996
1522662232,Internal Medicine,207R00000X,IA,2017
1371561485,Family Medicine,207Q00000X,PA,2010
1069770059,Surgery,208600000X,WA,2000
1482734666,Surgery,208600000X,MN,2013
1389995899,Radiology,2085B0100X,MA,1998
1822104950,Pediatrics,208000000X,MS,1994
1059486195,Obstetrics & Gynecology,207V00000X,VA,2011
1472296247,Anesthesiology,207L00000X,MS,2011
1896271305,Surgery,208600000X,AR,1997
1660249172,Pediatrics,208000000X,MD,2010
1396179677,Pediatrics,208000000X,LA,1997
1657215079,Otolaryngology,207Y00000X,CA,1997
1412923215,Allergy & Immunology,207K00000X,OK,1991
1727234654,Psychiatry & Neurology,2084A0401X,NJ,2011
1392575548,Pediatrics,208000000X,MD,1997
1752617260,Allergy & Immunology,207K00000X,CO,1992
1092390032,Surgery,208600000X,KY,2006
1395362381,Physical Medicine & Rehabilitation,208100000X,SD,2007
1330506472,Obstetrics & Gynecology,207V00000X,ID,2006
1152806265,Family Medicine,207Q00000X,CO,1998
1359402678,Surgery,208600000X,TN,2012
1348588058,Family Medicine,207Q00000X,OH,2008
1778416341,Internal Medicine,207R00000X,CT,1993
1025708789,Family Medicine,207Q00000X,CA,1994
1735774568,Internal Medicine,207R00000X,CA,2014
1329918118,Internal Medicine,207R00000X,OH,2011
1221919222,Family Medicine,207Q00000X,MI,2010
1639364326,Internal Medicine,207R00000X,LA,2002
1676942760,Dermatology,207N00000X,TX,1995
1295107209,Dermatology,207N00000X,HI,2009
1902414170,Internal Medicine,207R00000X,UT,2000
1643746351,Psychiatry & Neurology,2084A0401X,ID,1999
1761428444,Emergency Medicine,207P00000X,AR,2003
1138218239,Pediatrics,208000000X,TX,2006
1035265085,Pediatrics,208000000X,CA,2012
1495972352,Family Medicine,207Q00000X,VA,2015
1261034304,Obstetrics & Gynecology,207V00000X,IA,2012
1965513165,Family Medicine,207Q00000X,CO,2018
1956979540,Psychiatry & Neurology,2084A0401X,WI,2005
1919813984,Internal Medicine,207R00000X,TX,2001
1041008115,Family Medicine,207Q00000X,FL,2009
1945741670,Anesthesiology,207L00000X,UT,2005
1492347459,Family Medicine,207Q00000X,CA,2000
1814841767,Surgery,208600000X,MN,2007
1105602506,Internal Medicine,207R00000X,MO,2013
1034010045,Anesthesiology,207L00000X,OH,2014
1697242000,Pediatrics,208000000X,TN,2012
1755201831,Internal Medicine,207R00000X,CA,2000
1277114801,Pediatrics,208000000X,VA,2015
1878649270,Pathology,207ZB0001X,CA,2006
1721631087,Internal Medicine,207R00000X,NY,2013
1152345355,Pediatrics,208000000X,AL,2002
1270460482,Medical Genetics,207SC0300X,AZ,2013
1313057378,Pediatrics,208000000X,OH,2009
1830797126,Pediatrics,208000000X,KS,2008
1805726282,Pediatrics,208000000X,NM,2006
1848023226,Orthopaedic Surgery,207X00000X,OH,2008
1545116968,Pediatrics,208000000X,CA,2015
1242307043,Family Medicine,207Q00000X,HI,1997
1111530717,Psychiatry & Neurology,2084A0401X,MA,2000
1794431316,Psychiatry & Neurology,2084A0401X,NE,2011
1147780161,Orthopaedic Surgery,207X00000X,NY,2009
1974600003,Internal Medicine,207R00000X,PA,2014
1010454175,Orthopaedic Surgery,207X00000X,NY,2017
1547781884,Psychiatry & Neurology,2084A0401X,PA,2007
1665431023,Obstetrics & Gynecology,207V00000X,MD,1999
1480837891,Plastic Surgery,208200000X,MI,2005
1004260372,Orthopaedic Surgery,207X00000X,OR,2004
1959374111,Internal Medicine,207R00000X,VA,2008
1213171568,Pediatrics,208000000X,MO,1994
1661486310,Orthopaedic Surgery,207X00000X,NJ,2014
1273984934,Internal Medicine,207R00000X,MI,2013
1937891822,Obstetrics & Gynecology,207V00000X,AL,2013
1335596650,Radiology,2085B0100X,PA,2003
1811091333,Psychiatry & Neurology,2084A0401X,TX,2008
1081575569,Internal Medicine,207R00000X,NY,2010
1484630276,Neurological Surgery,207T00000X,CA,1990
1188365930,Pediatrics,208000000X,OH,2013
1541636712,Family Medicine,207Q00000X,TX,2001
1192463655,Pediatrics,208000000X,NV,2011
1517409276,Psychiatry & Neurology,2084A0401X,FL,2018
1765470293,Pediatrics,208000000X,CT,2013
1941529046,Otolaryngology,207Y00000X,CA,2015
1660491071,Surgery,208600000X,IL,2014
1887350977,Otolaryngology,207Y00000X,MI,1999
1532407222,Internal Medicine,207R00000X,MN,2009
1402583268,Internal Medicine,207R00000X,OR,1999
1752464952,Family Medicine,207Q00000X,OK,2010
1796163248,Family Medicine,207Q00000X,OH,2007
1002189003,Family Medicine,207Q00000X,WI,1994
1532001207,Radiology,2085B0100X,AZ,2001
1522736770,Surgery,208600000X,PA,2011
1094931320,Pediatrics,208000000X,SC,2014
1207787130,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,TX,2015
1605759368,Dermatology,207N00000X,OK,2005
1506420458,Radiology,2085B0100X,AZ,2005
1561370200,Family Medicine,207Q00000X,TX,2013
1825850344,Psychiatry & Neurology,2084A0401X,OR,2003
1185013962,Obstetrics & Gynecology,207V00000X,IN,2007
1606762635,Psychiatry & Neurology,2084A0401X,NE,2006
1982545588,Anesthesiology,207L00000X,IN,1994
1252004845,Emergency Medicine,207P00000X,MO,2009
1618215069,Obstetrics & Gynecology,207V00000X,WA,2017
1502893724,Obstetrics & Gynecology,207V00000X,TX,2014
1698051988,Anesthesiology,207L00000X,CA,2004
1702752779,Family Medicine,207Q00000X,WI,2004
1939973677,Family Medicine,207Q00000X,MD,2007
1333430175,Anesthesiology,207L00000X,TN,2003
1104952282,Internal Medicine,207R00000X,TN,2014
1958850145,Psychiatry & Neurology,2084A0401X,PA,2011
1640790063,Family Medicine,207Q00000X,MA,1999
1635058096,Pediatrics,208000000X,NY,1999
1471209985,Psychiatry & Neurology,2084A0401X,NY,2011
1608453621,Anesthesiology,207L00000X,IL,2005
1704102312,Family Medicine,207Q00000X,CA,2006
1975997747,Psychiatry & Neurology,2084A0401X,WA,1994
1541200816,Radiology,2085B0100X,NY,2013
1501176121,Surgery,208600000X,TX,2004
1805981952,Psychiatry & Neurology,2084A0401X,MD,2008
1092013733,Emergency Medicine,207P00000X,KS,1995
1516242066,Internal Medicine,207R00000X,FL,2010
1216098966,Obstetrics & Gynecology,207V00000X,MT,2008
1349995484,Anesthesiology,207L00000X,VA,1988
1570100721,Anesthesiology,207L00000X,NC,2004
1205244456,Obstetrics & Gynecology,207V00000X,TX,2005
1983932314,Family Medicine,207Q00000X,MA,2008
1767762770,Internal Medicine,207R00000X,CO,2007
1940477908,Ophthalmology,207W00000X,MA,2009
1020648139,Radiology,2085B0100X,NY,2017
1344328236,Internal Medicine,207R00000X,IL,2000
1569936234,Internal Medicine,207R00000X,FL,2001
1416248064,Internal Medicine,207R00000X,MO,2009
1876878855,Psychiatry & Neurology,2084A0401X,CA,1992
1048422798,Orthopaedic Surgery,207X00000X,IL,2020
1694808407,Radiology,2085B0100X,WA,2016
1709502086,Psychiatry & Neurology,2084A0401X,MA,1990
1516692237,Orthopaedic Surgery,207X00000X,KS,1989
1056123536,Ophthalmology,207W00000X,WA,2002
1078775933,Psychiatry & Neurology,2084A0401X,AZ,2014
1157170584,Family Medicine,207Q00000X,VA,2002
1740518836,Family Medicine,207Q00000X,TX,2017
1956435915,Emergency Medicine,207P00000X,VA,2006
1628720348,Obstetrics & Gynecology,207V00000X,NC,2005
1693069068,Psychiatry & Neurology,2084A0401X,MI,2008
1006039501,Obstetrics & Gynecology,207V00000X,GA,2003
1015880044,Dermatology,207N00000X,NE,2007
1914167188,Family Medicine,207Q00000X,ME,2019
1983536818,Obstetrics & Gynecology,207V00000X,NC,2012
1952306359,Psychiatry & Neurology,2084A0401X,GA,1991
1412306692,Pediatrics,208000000X,MI,2007
